,"formula is  #=LEFT(B3,FIND(""_"",B3)-1)",,,Formula
1692,Holaspis_guentheri,Holaspis,,Holaspis
1693,Holaspis_laevis,Holaspis,,Holaspis
1694,Gastropholis_prasina,Gastropholis,,Gastropholis
1695,Gastropholis_vittata,Gastropholis,,Gastropholis
1696,Adolfus_africanus,Adolfus,,Adolfus
1697,Adolfus_jacksoni,Adolfus,,Adolfus
1698,Adolfus_alleni,Adolfus,,Adolfus
1699,Eremias_brenchleyi,Eremias,,Eremias
1700,Eremias_argus,Eremias,,Eremias
1701,Eremias_arguta,Eremias,,Eremias
1702,Eremias_pleskei,Eremias,,Eremias
1703,Eremias_grammica,Eremias,,Eremias
1704,Eremias_przewalskii,Eremias,,Eremias
1705,Eremias_multiocellata,Eremias,,Eremias
1706,Eremias_velox,Eremias,,Eremias
1707,Eremias_vermiculata,Eremias,,Eremias
1708,Eremias_montanus,Eremias,,Eremias
1709,Eremias_persica,Eremias,,Eremias
1710,Eremias_persica2,Eremias,,Eremias
1711,Omanosaura_cyanura,Omanosaura,,Omanosaura
1712,Omanosaura_jayakari,Omanosaura,,Omanosaura
1713,Mesalina_olivieri,Mesalina,,Mesalina
1714,Mesalina_simoni,Mesalina,,Mesalina
1715,Mesalina_bahaeldini,Mesalina,,Mesalina
1716,Mesalina_guttulata,Mesalina,,Mesalina
1717,Mesalina_brevirostris,Mesalina,,Mesalina
1718,Mesalina_rubropunctata,Mesalina,,Mesalina
1719,Mesalina_balfouri,Mesalina,,Mesalina
1720,Mesalina_adramitana,Mesalina,,Mesalina
1721,Congolacerta_vauereselli,Congolacerta,,Congolacerta
1722,Ophisops_occidentalis,Ophisops,,Ophisops
1723,Ophisops_elegans,Ophisops,,Ophisops
1724,Acanthodactylus_orientalis,Acanthodactylus,,Acanthodactylus
1725,Acanthodactylus_tristrami,Acanthodactylus,,Acanthodactylus
1726,Acanthodactylus_blanci,Acanthodactylus,,Acanthodactylus
1727,Acanthodactylus_erythrurus,Acanthodactylus,,Acanthodactylus
1728,Acanthodactylus_busacki,Acanthodactylus,,Acanthodactylus
1729,Acanthodactylus_beershebensis,Acanthodactylus,,Acanthodactylus
1730,Acanthodactylus_pardalis,Acanthodactylus,,Acanthodactylus
1731,Acanthodactylus_maculatus,Acanthodactylus,,Acanthodactylus
1732,Acanthodactylus_aureus,Acanthodactylus,,Acanthodactylus
1733,Acanthodactylus_scutellatus,Acanthodactylus,,Acanthodactylus
1734,Acanthodactylus_longipes,Acanthodactylus,,Acanthodactylus
1735,Acanthodactylus_schmidti,Acanthodactylus,,Acanthodactylus
1736,Acanthodactylus_masirae,Acanthodactylus,,Acanthodactylus
1737,Acanthodactylus_cantoris,Acanthodactylus,,Acanthodactylus
1738,Acanthodactylus_gongrorhynchatus,Acanthodactylus,,Acanthodactylus
1739,Acanthodactylus_opheodurus,Acanthodactylus,,Acanthodactylus
1740,Acanthodactylus_boskianus,Acanthodactylus,,Acanthodactylus
1741,Acanthodactylus_schreiberi,Acanthodactylus,,Acanthodactylus
1742,Podarcis_melisellensis,Podarcis,,Podarcis
1743,Podarcis_tiliguerta,Podarcis,,Podarcis
1744,Podarcis_filfolensis,Podarcis,,Podarcis
1745,Podarcis_muralis,Podarcis,,Podarcis
1746,Podarcis_siculus,Podarcis,,Podarcis
1747,Podarcis_liolepis,Podarcis,,Podarcis
1748,Podarcis_hispanicus,Podarcis,,Podarcis
1749,Podarcis_vaucheri,Podarcis,,Podarcis
1750,Podarcis_bocagei,Podarcis,,Podarcis
1751,Podarcis_carbonelli,Podarcis,,Podarcis
1752,Podarcis_peloponnesiacus,Podarcis,,Podarcis
1753,Podarcis_erhardii,Podarcis,,Podarcis
1754,Podarcis_tauricus,Podarcis,,Podarcis
1755,Podarcis_milensis,Podarcis,,Podarcis
1756,Podarcis_raffoneae,Podarcis,,Podarcis
1757,Podarcis_lilfordi,Podarcis,,Podarcis
1758,Podarcis_gaigeae,Podarcis,,Podarcis
1759,Podarcis_pityusensis,Podarcis,,Podarcis
1760,Scelarcis_perspicillata,Scelarcis,,Scelarcis
1761,Teira_dugesii,Teira,,Teira
1762,Timon_princeps,Timon,,Timon
1763,Timon_lepidus,Timon,,Timon
1764,Timon_pater,Timon,,Timon
1765,Timon_tangitanus,Timon,,Timon
1766,Lacerta_viridis,Lacerta,,Lacerta
1767,Lacerta_bilineata,Lacerta,,Lacerta
1768,Lacerta_schreiberi,Lacerta,,Lacerta
1769,Lacerta_strigata,Lacerta,,Lacerta
1770,Lacerta_agilis,Lacerta,,Lacerta
1771,Lacerta_media,Lacerta,,Lacerta
1772,Lacerta_trilineata,Lacerta,,Lacerta
1773,Lacerta_pamphylica,Lacerta,,Lacerta
1774,Archaeolacerta_bedriagae,Archaeolacerta,,Archaeolacerta
1775,Iranolacerta_brandtii,Iranolacerta,,Iranolacerta
1776,Iranolacerta_zagrosica,Iranolacerta,,Iranolacerta
1777,Zootoca_vivipara,Zootoca,,Zootoca
1778,Takydromus_sexlineatus,Takydromus,,Takydromus
1779,Takydromus_kuehnei,Takydromus,,Takydromus
1780,Takydromus_intermedius,Takydromus,,Takydromus
1781,Takydromus_sylvaticus,Takydromus,,Takydromus
1782,Takydromus_dorsalis,Takydromus,,Takydromus
1783,Takydromus_smaragdinus,Takydromus,,Takydromus
1784,Takydromus_sauteri,Takydromus,,Takydromus
1785,Takydromus_tachydromoides,Takydromus,,Takydromus
1786,Takydromus_amurensis,Takydromus,,Takydromus
1787,Takydromus_hsuehshanensis,Takydromus,,Takydromus
1788,Takydromus_wolteri,Takydromus,,Takydromus
1789,Takydromus_formosanus,Takydromus,,Takydromus
1790,Takydromus_toyamai,Takydromus,,Takydromus
1791,Takydromus_stejnegeri,Takydromus,,Takydromus
1792,Takydromus_septentrionalis,Takydromus,,Takydromus
1793,Apathya_cappadocica,Apathya,,Apathya
1794,Phoenicolacerta_kulzeri,Phoenicolacerta,,Phoenicolacerta
1795,Phoenicolacerta_laevis,Phoenicolacerta,,Phoenicolacerta
1796,Phoenicolacerta_cyanisparsa,Phoenicolacerta,,Phoenicolacerta
1797,Dalmatolacerta_oxycephala,Dalmatolacerta,,Dalmatolacerta
1798,Hellenolacerta_graeca,Hellenolacerta,,Hellenolacerta
1799,Parvilacerta_parva,Parvilacerta,,Parvilacerta
1800,Parvilacerta_fraasii,Parvilacerta,,Parvilacerta
1801,Anatololacerta_anatolica,Anatololacerta,,Anatololacerta
1802,Anatololacerta_danfordi,Anatololacerta,,Anatololacerta
1803,Anatololacerta_pelasgiana,Anatololacerta,,Anatololacerta
1804,Iberolacerta_horvathi,Iberolacerta,,Iberolacerta
1805,Iberolacerta_aurelioi,Iberolacerta,,Iberolacerta
1806,Iberolacerta_bonnali,Iberolacerta,,Iberolacerta
1807,Iberolacerta_aranica,Iberolacerta,,Iberolacerta
1808,Iberolacerta_galani,Iberolacerta,,Iberolacerta
1809,Iberolacerta_monticola,Iberolacerta,,Iberolacerta
1810,Iberolacerta_cyreni,Iberolacerta,,Iberolacerta
1811,Algyroides_nigropunctatus,Algyroides,,Algyroides
1812,Algyroides_moreoticus,Algyroides,,Algyroides
1813,Dinarolacerta_montenegrina,Dinarolacerta,,Dinarolacerta
1814,Dinarolacerta_mosorensis,Dinarolacerta,,Dinarolacerta
1815,Algyroides_fitzingeri,Algyroides,,Algyroides
1816,Algyroides_marchi,Algyroides,,Algyroides
1817,Darevskia_parvula,Darevskia,,Darevskia
1818,Darevskia_rudis,Darevskia,,Darevskia
1819,Darevskia_valentini,Darevskia,,Darevskia
1820,Darevskia_portschinskii,Darevskia,,Darevskia
1821,Darevskia_praticola,Darevskia,,Darevskia
1822,Darevskia_alpina,Darevskia,,Darevskia
1823,Darevskia_lindholmi,Darevskia,,Darevskia
1824,Darevskia_brauneri,Darevskia,,Darevskia
1825,Darevskia_saxicola,Darevskia,,Darevskia
1826,Darevskia_daghestanica,Darevskia,,Darevskia
1827,Darevskia_caucasica,Darevskia,,Darevskia
1828,Darevskia_derjugini,Darevskia,,Darevskia
1829,Darevskia_mixta,Darevskia,,Darevskia
1830,Darevskia_armeniaca,Darevskia,,Darevskia
1831,Darevskia_clarkorum,Darevskia,,Darevskia
1832,Darevskia_chlorogaster,Darevskia,,Darevskia
1833,Darevskia_rostombekovi,Darevskia,,Darevskia
1834,Darevskia_raddei,Darevskia,,Darevskia
1835,Darevskia_uzzelli,Darevskia,,Darevskia
1836,Darevskia_sapphirina,Darevskia,,Darevskia
1837,Darevskia_bendimahiensis,Darevskia,,Darevskia
1838,Heloderma_suspectum,Heloderma,,Heloderma
1839,Heloderma_horridum,Heloderma,,Heloderma
1840,Xenosaurus_grandis,Xenosaurus,,Xenosaurus
1841,Xenosaurus_platyceps,Xenosaurus,,Xenosaurus
1842,Diploglossus_bilobatus,Diploglossus,,Diploglossus
1843,Celestus_enneagrammus,Celestus,,Celestus
1844,Diploglossus_pleii,Diploglossus,,Diploglossus
1845,Ophiodes_striatus,Ophiodes,,Ophiodes
1846,Celestus_agasepsoides,Celestus,,Celestus
1847,Celestus_haetianus,Celestus,,Celestus
1848,Anniella_geronimensis,Anniella,,Anniella
1849,Anniella_pulchra,Anniella,,Anniella
1850,Ophisaurus_ventralis,Ophisaurus,,Ophisaurus
1851,Ophisaurus_attenuatus,Ophisaurus,,Ophisaurus
1852,Dopasia_harti,Dopasia,,Dopasia
1853,Dopasia_gracilis,Dopasia,,Dopasia
1854,Ophisaurus_koellikeri,Ophisaurus,,Ophisaurus
1855,Anguis_fragilis,Anguis,,Anguis
1856,Pseudopus_apodus,Pseudopus,,Pseudopus
1857,Elgaria_coerulea,Elgaria,,Elgaria
1858,Elgaria_kingii,Elgaria,,Elgaria
1859,Elgaria_paucicarinata,Elgaria,,Elgaria
1860,Elgaria_panamintina,Elgaria,,Elgaria
1861,Elgaria_multicarinata,Elgaria,,Elgaria
1862,Gerrhonotus_parvus,Gerrhonotus,,Gerrhonotus
1863,Coloptychon_rhombifer,Coloptychon,,Coloptychon
1864,Gerrhonotus_liocephalus,Gerrhonotus,,Gerrhonotus
1865,Gerrhonotus_infernalis,Gerrhonotus,,Gerrhonotus
1866,Abronia_mixteca,Abronia,,Abronia
1867,Barisia_levicollis,Barisia,,Barisia
1868,Barisia_imbricata,Barisia,,Barisia
1869,Barisia_rudicollis,Barisia,,Barisia
1870,Barisia_herrerae,Barisia,,Barisia
1871,Mesaspis_moreletii,Mesaspis,,Mesaspis
1872,Mesaspis_gadovii,Mesaspis,,Mesaspis
1873,Abronia_chiszari,Abronia,,Abronia
1874,Abronia_graminea,Abronia,,Abronia
1875,Abronia_oaxacae,Abronia,,Abronia
1876,Abronia_frosti,Abronia,,Abronia
1877,Abronia_ornelasi,Abronia,,Abronia
1878,Abronia_fimbriata,Abronia,,Abronia
1879,Abronia_lythrochila,Abronia,,Abronia
1880,Abronia_matudai,Abronia,,Abronia
1881,Abronia_anzuetoi,Abronia,,Abronia
1882,Abronia_campbelli,Abronia,,Abronia
1883,Abronia_aurita,Abronia,,Abronia
1884,Shinisaurus_crocodilurus,Shinisaurus,,Shinisaurus
1885,Lanthanotus_borneensis,Lanthanotus,,Lanthanotus
1886,Varanus_niloticus,Varanus,,Varanus
1887,Varanus_exanthematicus,Varanus,,Varanus
1888,Varanus_yemenensis,Varanus,,Varanus
1889,Varanus_albigularis,Varanus,,Varanus
1890,Varanus_griseus,Varanus,,Varanus
1891,Varanus_olivaceus,Varanus,,Varanus
1892,Varanus_keithhornei,Varanus,,Varanus
1893,Varanus_beccarii,Varanus,,Varanus
1894,Varanus_boehmei,Varanus,,Varanus
1895,Varanus_macraei,Varanus,,Varanus
1896,Varanus_prasinus,Varanus,,Varanus
1897,Varanus_rainerguentheri,Varanus,,Varanus
1898,Varanus_indicus,Varanus,,Varanus
1899,Varanus_cerambonensis,Varanus,,Varanus
1900,Varanus_melinus,Varanus,,Varanus
1901,Varanus_caerulivirens,Varanus,,Varanus
1902,Varanus_jobiensis,Varanus,,Varanus
1903,Varanus_yuwonoi,Varanus,,Varanus
1904,Varanus_finschi,Varanus,,Varanus
1905,Varanus_doreanus,Varanus,,Varanus
1906,Varanus_salvator,Varanus,,Varanus
1907,Varanus_marmoratus,Varanus,,Varanus
1908,Varanus_rudicollis,Varanus,,Varanus
1909,Varanus_dumerilii,Varanus,,Varanus
1910,Varanus_bengalensis,Varanus,,Varanus
1911,Varanus_flavescens,Varanus,,Varanus
1912,Varanus_salvadorii,Varanus,,Varanus
1913,Varanus_komodoensis,Varanus,,Varanus
1914,Varanus_varius,Varanus,,Varanus
1915,Varanus_mertensi,Varanus,,Varanus
1916,Varanus_spenceri,Varanus,,Varanus
1917,Varanus_giganteus,Varanus,,Varanus
1918,Varanus_rosenbergi,Varanus,,Varanus
1919,Varanus_panoptes,Varanus,,Varanus
1920,Varanus_gouldii,Varanus,,Varanus
1921,Varanus_glebopalma,Varanus,,Varanus
1922,Varanus_pilbarensis,Varanus,,Varanus
1923,Varanus_glauerti,Varanus,,Varanus
1924,Varanus_tristis,Varanus,,Varanus
1925,Varanus_scalaris,Varanus,,Varanus
1926,Varanus_timorensis,Varanus,,Varanus
1927,Varanus_mitchelli,Varanus,,Varanus
1928,Varanus_semiremex,Varanus,,Varanus
1929,Varanus_brevicauda,Varanus,,Varanus
1930,Varanus_eremius,Varanus,,Varanus
1931,Varanus_caudolineatus,Varanus,,Varanus
1932,Varanus_bushi,Varanus,,Varanus
1933,Varanus_gilleni,Varanus,,Varanus
1934,Varanus_primordius,Varanus,,Varanus
1935,Varanus_kingorum,Varanus,,Varanus
1936,Varanus_storri,Varanus,,Varanus
1937,Varanus_baritji,Varanus,,Varanus
1938,Varanus_acanthurus,Varanus,,Varanus
1939,Palleon_nasus,Palleon,,Palleon
1940,Palleon_lolontany,Palleon,,Palleon
1941,Brookesia_dentata,Brookesia,,Brookesia
1942,Brookesia_exarmata,Brookesia,,Brookesia
1943,Brookesia_peyrierasi,Brookesia,,Brookesia
1944,Brookesia_karchei,Brookesia,,Brookesia
1945,Brookesia_minima,Brookesia,,Brookesia
1946,Brookesia_tuberculata,Brookesia,,Brookesia
1947,Brookesia_perarmata,Brookesia,,Brookesia
1948,Brookesia_decaryi,Brookesia,,Brookesia
1949,Brookesia_bonsi,Brookesia,,Brookesia
1950,Brookesia_brygooi,Brookesia,,Brookesia
1951,Brookesia_therezieni,Brookesia,,Brookesia
1952,Brookesia_superciliaris,Brookesia,,Brookesia
1953,Brookesia_ebenaui,Brookesia,,Brookesia
1954,Brookesia_vadoni,Brookesia,,Brookesia
1955,Brookesia_thieli,Brookesia,,Brookesia
1956,Brookesia_betschi,Brookesia,,Brookesia
1957,Brookesia_lineata,Brookesia,,Brookesia
